unit -> radians/second and measure the Angular speed around the X, Y and Z axis
Timestamp;x-axis;y-axis;z-axis;
8.5449195E-4;-0.284742;-0.956786;0.059010;
0.005828857;-0.334077;-0.942469;-0.012068;
0.01095581;-0.362020;-0.931217;-0.042139;
0.015930174;-0.392061;-0.919350;-0.032923;
0.020965576;-0.412567;-0.910925;-0.002039;
0.025970459;-0.419623;-0.906726;0.042017;
0.03109741;-0.428300;-0.898986;0.091557;
0.036071774;-0.430273;-0.889406;0.154344;
0.041107174;-0.438884;-0.871135;0.220240;
0.04611206;-0.040634;-0.070831;0.029495;
0.05123901;-0.025681;-0.030243;0.029495;
0.056243893;-0.011795;0.007141;0.025223;
0.061218258;-0.003250;0.038116;0.023087;
0.06628418;0.004227;0.069092;0.018814;
0.071380615;0.005295;0.089386;0.013474;
0.07635497;0.009751;0.995144;0.097943;
0.08139038;-0.038905;0.997781;0.054027;
0.08642578;-0.094598;0.995499;0.005786;
0.09152222;-0.163688;0.986246;-0.022914;
0.09649658;-0.241252;0.970167;-0.023939;
0.10156249;-0.307980;0.951056;-0.025299;
0.10653686;-0.036362;0.085114;-0.003616;
0.11166381;-0.039566;0.078705;-0.004684;
0.11663818;-0.041702;0.063751;-0.005753;
0.121673584;-0.042770;0.055206;-0.007889;
0.12670898;-0.043839;0.043457;-0.006821;
0.13180542;-0.043839;0.032776;-0.007889;
0.13677979;-0.041702;0.023163;-0.005753;
0.14181519;-0.037430;0.013550;-0.006821;
0.14685059;-0.036362;0.003937;-0.002548;
0.15194702;-0.036362;-0.007812;-0.000412;
0.15692139;-0.037430;-0.019562;0.003860;
0.16195677;-0.034225;-0.028107;0.008133;
0.16699219;-0.034225;-0.039856;0.012405;
0.17208862;-0.035294;-0.048401;0.019882;
0.17706299;-0.037430;-0.053741;0.024155;
0.18209837;-0.039566;-0.059082;0.028427;
0.18713379;-0.040634;-0.062286;0.033768;
0.19223022;-0.041702;-0.054810;0.040176;
0.19720459;-0.040634;-0.048401;0.049789;
0.20227051;-0.038498;-0.043060;0.057266;
0.20724487;-0.036362;-0.037720;0.056198;
0.21237181;-0.033157;-0.032379;0.051926;
