2.8863282;1.571449;0.6568556;-1.8817836;
2.8913941;0.9224467;-1.4423981;-1.5306076;
2.8963685;0.5150702;-3.5861597;-1.0851166;
2.9014955;0.36195636;-5.582983;-1.1471891;
2.9064698;0.39994252;-7.4799814;-1.3563474;
2.9115052;0.5309377;-9.3189125;-1.8274512;
2.91651;0.67081046;-10.957753;-2.5049906;
2.921637;1.1372826;-12.483458;-3.2845562;
2.9266114;1.5698311;-13.815449;-4.0967274;
2.9316468;2.267434;-14.862356;-4.9028897;
2.9366822;3.244235;-15.687149;-5.515595;
2.9417787;4.1714435;-16.377289;-6.1669064;
2.946753;5.004917;-16.965067;-6.5819626;
2.9517884;5.4462404;-17.339905;-6.629309;
2.9568238;5.6968307;-17.603542;-6.5701017;
2.9619203;5.626676;-17.742897;-6.333496;
2.9668946;5.4670224;-17.715633;-6.2567673;
2.97193;5.3636017;-17.654087;-6.4642005;
2.9769657;5.4261646;-17.378363;-6.6656585;
2.9820616;5.6431036;-17.132658;-6.957239;
2.9870362;5.8200865;-16.807398;-7.0204425;
2.9921021;6.345912;-16.447687;-7.1366005;
2.9970765;6.7677765;-15.908821;-7.105843;
3.0022035;7.148105;-15.277653;-6.809118;
3.0071778;7.1957808;-14.5821705;-6.5319047;
3.0122132;7.184594;-13.870486;-5.9747777;
3.0172486;7.0105658;-13.17929;-5.482583;
3.022345;6.732357;-12.539783;-5.1210794;
3.0273194;6.2431507;-11.991776;-4.911994;
3.0323548;5.552016;-11.512701;-4.6200905;
3.0373902;4.6999927;-11.086198;-4.4112372;
3.0424867;4.0159693;-10.703101;-4.432607;
3.047461;3.3474455;-10.32148;-4.4560943;
3.0524967;2.6293497;-9.952514;-4.4776516;
3.0575318;2.1525855;-9.533003;-4.4410954;
3.0626283;1.7155828;-9.147496;-4.3627033;
3.0676026;1.1882706;-8.918651;-4.60635;
3.072638;0.8366127;-8.5199175;-5.857294;
3.0776734;0.860064;-8.00898;-6.9409165;
3.0827699;0.8954334;-7.5148773;-7.0843067;
3.0877442;0.7605891;-6.8737736;-5.533374;
3.0928102;0.7848606;-5.8697624;-3.3523848;
3.0977845;0.71059465;-4.751361;0.055747688;
3.1029115;0.27495623;-3.5686808;2.7227805;
3.1078858;1.1996398;-1.9861164;3.2266033;
3.1129212;3.7702985;-1.9645691E-4;2.8330467;
3.1179261;7.6951175;2.6004272;2.879293;
3.123053;12.323385;6.4001927;4.0186625;
3.1280272;17.545322;11.472084;4.529928;
3.1330628;22.300013;17.405933;4.025695;
3.1380982;25.607285;23.02528;3.6949835;
3.1431947;26.875698;26.922867;3.6137612;
3.148169;24.968872;27.583439;2.8406544;
3.1532044;20.74686;25.567112;1.8267169;
3.1582398;16.189121;22.842575;1.7031431;
