unit -> angles in degrees			
"Azimuth, angle between the magnetic north direction and the y-axis, around the z-axis (0 to 359). 0=North, 90=East, 180=South, 270=West"	"Pitch, rotation around x-axis (-180 to 180), with positive values when the z-axis moves toward the y-axis"	"Roll, rotation around y-axis (-90 to 90), with positive values when the x-axis moves toward the z-axis"	
Timestamp	Azimuth	Pitch	Roll
25.154938	186.57729	-64.632996	10.230621
25.159882	186.83827	-64.9117	10.914097
25.16501	187.21729	-65.23854	11.686692
25.169985	187.70262	-65.59802	12.494326
25.175018	188.2986	-66.00761	13.361778
25.180056	188.99893	-66.46965	14.27072
25.18515	189.80428	-66.99289	15.222961
25.190125	190.68274	-67.56177	16.175013
25.195162	191.62689	-68.193954	17.147688
25.200197	192.61327	-68.8782	18.119226
25.205292	193.63556	-69.61815	19.092152
25.210266	194.66248	-70.38238	20.025953
25.215303	195.70262	-71.188995	20.9465
25.220339	196.74379	-72.00516	21.833853
25.225435	197.7332	-72.7859	22.678877
25.23041	198.55829	-73.45331	23.433384
25.235445	199.10384	-74.000404	24.103102
25.240479	199.28265	-74.409966	24.68322
25.245577	199.0811	-74.69612	25.227911
25.250551	198.57841	-74.870834	25.802187
25.255615	197.87587	-74.99673	26.540333
25.26059	197.04301	-75.073586	27.441406
25.265718	196.02213	-75.08193	28.48968
25.27069	194.87578	-74.997665	29.517803
25.275726	193.49498	-74.78468	30.470093
25.280764	191.944	-74.452484	31.296415
25.285858	190.23529	-74.00733	32.00791
25.290833	188.48633	-73.49182	32.59726
25.29587	186.63904	-72.930855	33.107124
25.300875	184.79637	-72.380486	33.554256
25.306	182.94643	-71.8509	33.98067
25.310976	181.23544	-71.39095	34.3827
25.316011	179.58319	-70.98921	34.797318
25.321045	178.04437	-70.649796	35.22666
25.326143	176.59766	-70.35061	35.669254
25.331118	175.2951	-70.08541	36.09149
25.336151	174.04547	-69.835266	36.50226
25.341187	172.86292	-69.59143	36.890736
25.346285	171.72192	-69.342094	37.261852
25.35126	170.66132	-69.08387	37.599106
25.356323	169.5885	-68.790504	37.917034
25.3613	168.53961	-68.45926	38.19443
25.366425	167.45776	-68.07271	38.437923
25.371399	166.41376	-67.661674	38.628017
25.376436	165.33667	-67.228	38.778778
25.381472	164.25983	-66.79324	38.891712
25.386566	163.17926	-66.363365	38.973137
25.391542	162.15308	-65.95652	39.02326
25.396578	161.12592	-65.56039	39.048172
25.401611	160.13062	-65.18093	39.047832
25.40671	159.16217	-64.81737	39.02282
25.411684	158.2644	-64.4837	38.97158
25.41672	157.38641	-64.16585	38.893208
25.421753	156.54816	-63.867027	38.786366
25.426851	155.74207	-63.582325	38.650406
25.431826	155.00049	-63.32074	38.489822
25.43686	154.28156	-63.069958	38.30262
25.441896	153.59985	-62.838024	38.091743
25.446991	152.94855	-62.62933	37.856285
25.451965	152.35278	-62.458603	37.60267
25.457033	151.78253	-62.32983	37.32194
25.462008	151.26102	-62.25759	37.020153
25.467133	150.76877	-62.242985	36.682343
25.472107	150.32867	-62.288677	36.32121
25.477144	149.91867	-62.39111	35.921223
25.482178	149.5445	-62.544727	35.486732
25.487276	149.20532	-62.74695	35.015827
25.49225	148.9104	-62.988884	34.527927
25.497286	148.6654	-63.274323	34.018986
25.502289	148.48376	-63.591675	33.507896
25.507418	148.38208	-63.94167	32.99316
25.512392	148.3692	-64.29575	32.50612
25.517426	148.47101	-64.65922	32.03514
25.522463	148.69415	-65.03133	31.59152
25.52756	149.05273	-65.42403	31.17611
25.532532	149.53043	-65.82835	30.812035
25.537777	150.16864	-66.26477	30.499123
25.54281	150.96667	-66.74025	30.249277
25.547909	151.95099	-67.28134	30.06358
25.552883	153.08582	-67.88253	29.94358
25.557947	154.44781	-68.579796	29.8747
25.562922	155.97552	-69.35324	29.841143
25.568048	157.73932	-70.24124	29.820028
25.573023	159.60077	-71.18346	29.783976
25.578058	161.62439	-72.201035	29.692688
25.583065	163.70319	-73.23863	29.49492
25.58819	165.81671	-74.281425	29.110723
25.593164	167.69598	-75.27148	28.455973
25.598202	169.44775	-76.16765	27.486519
25.603237	171.03082	-77.02196	26.239016
25.608332	172.58746	-77.87949	24.8655
25.613308	174.14594	-78.6059	23.604488
25.618343	175.7464	-79.052536	22.456314
25.623377	177.23596	-79.17179	21.37087
25.628475	178.5003	-79.05748	20.241953
25.63345	179.3966	-78.836975	19.082645
25.638483	179.9862	-78.60138	17.886724
25.643518	180.25562	-78.40345	16.73815
25.648645	180.25317	-78.237686	15.682039
25.65359	180.02998	-78.0925	14.810544
25.658655	179.70563	-77.93945	14.069596
25.663662	179.34552	-77.77917	13.4666605
25.668756	178.99573	-77.600784	12.951109
25.67373	178.68579	-77.40734	12.518089
25.678768	178.47473	-77.18886	12.135599
25.683804	178.35455	-76.94666	11.801523
25.688898	178.33289	-76.67877	11.510185
25.693874	178.39423	-76.39857	11.271394
25.69891	178.58325	-76.10296	11.077025
25.703943	178.88232	-75.80526	10.930486
25.709042	179.29688	-75.51135	10.829221
25.714016	179.79193	-75.24059	10.774056
25.71905	180.41095	-74.98854	10.760656
25.724054	181.12375	-74.7638	10.790319
25.729183	181.94429	-74.55871	10.866063
25.734156	182.80771	-74.382195	10.988117
25.739191	183.76434	-74.22329	11.16548
25.744198	184.77292	-74.07889	11.399754
25.749323	185.85774	-73.93681	11.705011
25.754297	186.95543	-73.79718	12.071226
25.759365	188.13553	-73.64088	12.513107
25.76434	189.34753	-73.46195	13.009162
25.769464	190.6377	-73.24426	13.57218
25.774439	191.91283	-73.00182	14.163052
25.779476	193.21158	-72.72903	14.795292
25.78448	194.48047	-72.43643	15.448851
25.789608	195.72214	-72.12059	16.12481
25.794582	196.85135	-71.80597	16.775126
25.799616	197.89561	-71.490036	17.40764
25.80462	198.80858	-71.18701	18.001993
25.80975	199.58417	-70.89572	18.567863
25.814724	200.17375	-70.63553	19.083672
25.819757	200.60487	-70.39536	19.57459
25.824795	200.8783	-70.17676	20.04478
25.82989	201.01462	-69.975784	20.509708
25.834864	201.04214	-69.801125	20.965298
25.8399	200.97922	-69.64915	21.428162
25.844936	200.83736	-69.5266	21.89372
25.85003	200.61914	-69.43785	22.36626
25.855005	200.34673	-69.388336	22.832739
25.860073	200.0162	-69.37819	23.312078
25.865047	199.6706	-69.41497	23.7939
25.870174	199.32787	-69.535965	24.31602
25.875149	199.02098	-69.70981	24.842
25.880184	198.72412	-69.937355	25.391586
25.885218	198.45923	-70.23807	25.970095
25.890316	198.19762	-70.57544	26.570478
25.89529	197.96075	-70.9263	27.171488
25.900324	197.72559	-71.29258	27.791754
25.90536	197.5027	-71.66473	28.418558
25.910456	197.28682	-72.04092	29.055563
25.91543	197.09677	-72.40603	29.676594
25.920465	196.90317	-72.7798	30.298542
25.925503	196.73517	-73.17766	30.913815
25.930597	196.61658	-73.62463	31.529753
25.935572	196.57529	-74.11343	32.115253
25.940609	196.55121	-74.64408	32.663418
25.945644	196.45625	-75.14105	33.121716
25.950739	196.13847	-75.50961	33.459335
25.955715	195.54999	-75.69191	33.67918
25.960781	194.66939	-75.71698	33.857315
25.965754	193.66055	-75.66145	34.095707
25.970882	192.5971	-75.59503	34.518105
25.975857	191.5951	-75.525604	35.12701
25.98089	190.56032	-75.40352	35.864105
25.985926	189.46898	-75.19254	36.58928
25.991024	188.26611	-74.8846	37.213768
25.995996	187.00807	-74.51681	37.69212
26.001032	185.63474	-74.1114	38.05767
26.00607	184.14517	-73.68842	38.312256
26.011164	182.56708	-73.23858	38.507294
26.016138	180.97389	-72.765656	38.659103
26.021175	179.28644	-72.24038	38.786766
26.02618	177.55688	-71.669	38.891438
26.031305	175.7533	-71.028046	38.97943
26.03628	173.99493	-70.35571	39.03648
26.041317	172.20996	-69.638626	39.065903
26.04632	170.46265	-68.905205	39.069668
26.051449	168.71912	-68.14656	39.055527
26.056423	167.08954	-67.4182	39.027115
26.061487	165.48773	-66.69068	38.995735
26.066462	163.98657	-66.0022	38.9653
26.07159	162.52441	-65.33047	38.939137
26.076565	161.19653	-64.72642	38.91448
26.081598	159.92084	-64.16386	38.88948
26.086636	158.71564	-63.642956	38.861427
26.09173	157.56274	-63.15115	38.8302
26.096704	156.50409	-62.705257	38.794037
26.10174	155.48871	-62.29085	38.756313
26.106777	154.54468	-61.91713	38.717865
26.111872	153.66925	-61.58466	38.67807
26.116846	152.90472	-61.31151	38.635906
26.121883	152.21497	-61.094418	38.590397
26.126917	151.61926	-60.941647	38.538963
26.132015	151.11212	-60.855137	38.478283
26.13699	150.70941	-60.8322	38.40393
26.142025	150.38104	-60.867565	38.311367
26.147058	150.1261	-60.957813	38.197235
26.152157	149.93188	-61.100163	38.058456
26.157131	149.79288	-61.28345	37.89685
26.162226	149.68549	-61.509865	37.70439
26.16717	149.60065	-61.760754	37.488132
26.172297	149.52432	-62.045227	37.23404
26.17727	149.44678	-62.34132	36.95603
26.182306	149.3594	-62.655735	36.643955
26.187344	149.25351	-62.979244	36.30002
26.192438	149.12653	-63.312103	35.921307
26.197412	148.97443	-63.641037	35.521164
26.20245	148.80414	-63.9733	35.08867
26.207455	148.61615	-64.30261	34.634834
26.21258	148.41135	-64.63704	34.152203
26.217556	148.1984	-64.9615	33.67218
26.222591	148.00323	-65.28695	33.18672
26.227625	147.83801	-65.60918	32.71231
26.232723	147.72711	-65.932724	32.25628
26.237698	147.68646	-66.2508	31.841639
26.242731	147.75928	-66.58384	31.462902
26.247736	147.95697	-66.93661	31.131853
26.252865	148.31177	-67.33511	30.844662
26.257837	148.80286	-67.77065	30.613453
26.262903	149.4903	-68.27691	30.424873
26.26788	150.34329	-68.84442	30.278805
26.273005	151.40747	-69.50637	30.161043
26.277979	152.59479	-70.22501	30.063276
26.283016	153.97058	-71.0296	29.967165
26.288021	155.479	-71.90248	29.850855
26.293146	157.14587	-72.86042	29.684093
26.298122	158.83179	-73.833176	29.44553
26.303158	160.59497	-74.82312	29.091326
26.308191	162.3429	-75.77365	28.580061
26.31329	164.02643	-76.66215	27.849264
26.318264	165.49237	-77.45187	26.87315
26.323298	166.84253	-78.186325	25.62744
26.328333	168.11914	-78.901344	24.21714
26.333431	169.50055	-79.60965	22.825327
26.338415	170.97241	-80.1654	21.65663
26.343452	172.4931	-80.4632	20.63453
26.348488	173.87378	-80.49906	19.668478
26.353584	175.0061	-80.36348	18.671339
26.358559	175.77936	-80.16585	17.68129
26.363625	176.29535	-79.97618	16.703745
26.368599	176.56885	-79.82295	15.832513
26.373726	176.69104	-79.68529	15.064086
26.3787	176.70264	-79.55864	14.452502
26.383736	176.72345	-79.42793	13.958762
26.38877	176.77441	-79.28743	13.569794
26.393867	176.88599	-79.13062	13.259741
26.398842	177.04993	-78.96217	13.025148
26.403875	177.3247	-78.774765	12.844082
26.408913	177.68445	-78.56839	12.709734
26.41401	178.13074	-78.33658	12.612596
26.418983	178.62482	-78.08465	12.55178
26.424019	179.22046	-77.8031	12.522433
26.429054	179.8858	-77.50247	12.522479
26.434149	180.61945	-77.185776	12.550085
26.439125	181.36435	-76.87437	12.601584
26.44416	182.16461	-76.5616	12.677143
26.449196	182.98239	-76.25773	12.777932
26.454292	183.8144	-75.958984	12.9084425
26.459267	184.60687	-75.680176	13.067102
26.464333	185.40842	-75.41025	13.2630625
26.469307	186.16895	-75.152885	13.490296
26.474434	186.92633	-74.88208	13.7582855
26.479408	187.63759	-74.60641	14.046831
26.484444	188.35631	-74.31145	14.358943
26.48948	189.06819	-74.001	14.687491
26.494576	189.76846	-73.66987	15.029902
26.49955	190.41159	-73.3256	15.369496
26.504585	191.01106	-72.947624	15.710698
26.50959	191.53539	-72.54306	16.042192
26.514715	191.97682	-72.0961	16.366978
26.519691	192.31076	-71.63934	16.67047
26.524727	192.55307	-71.16405	16.961613
26.529762	192.70268	-70.69278	17.23978
26.534859	192.76541	-70.235405	17.50991
26.539833	192.74701	-69.81892	17.768412
26.544868	192.65826	-69.44074	18.024622
26.549873	192.51172	-69.11515	18.282106
26.555	192.31485	-68.83819	18.55616
26.559975	192.1052	-68.62793	18.84548
26.565039	191.89398	-68.478226	19.168795
26.570013	191.71342	-68.40004	19.521038
26.575142	191.56276	-68.39228	19.91744
26.580116	191.47195	-68.45357	20.338436
26.585152	191.43105	-68.57586	20.796429
26.590157	191.4496	-68.757126	21.281815
26.595284	191.5249	-68.997505	21.805614
26.600256	191.6589	-69.27708	22.342424
26.605293	191.83702	-69.59397	22.914042
26.610329	192.04951	-69.93338	23.512667
26.615425	192.2829	-70.284134	24.143509
26.6204	192.52617	-70.62028	24.785614
26.625435	192.76634	-70.93991	25.463915
26.63047	193.00626	-71.21828	26.187126
26.635567	193.24187	-71.45416	26.960133
26.640541	193.43253	-71.65104	27.725157
26.645576	193.49121	-71.818436	28.481966
26.65058	193.32712	-71.930984	29.189884
26.655708	192.87321	-71.962654	29.860268
26.660683	192.19049	-71.90373	30.479147
26.665749	191.31203	-71.76494	31.120783
26.670723	190.36517	-71.565285	31.8088
26.67585	189.352	-71.31663	32.599792
26.680822	188.36487	-71.064705	33.437786
26.68586	187.2996	-70.79244	34.300713
26.690895	186.13672	-70.46434	35.100445
26.69599	184.8391	-70.05052	35.7822
26.700966	183.47472	-69.57417	36.301056
26.706001	181.97629	-69.040855	36.682247
26.711037	180.39595	-68.486855	36.937725
26.716133	178.74194	-67.9346	37.092686
26.721107	177.12549	-67.423134	37.169132
26.726143	175.48999	-66.9313	37.194283
26.731176	173.88727	-66.45308	37.18456
26.736275	172.31458	-65.967415	37.15562
26.74125	170.8468	-65.49016	37.113644
26.746283	169.40936	-65.0061	37.06045
26.75132	168.03516	-64.53277	36.996777
26.756416	166.7113	-64.06889	36.925137
26.76139	165.49951	-63.650715	36.85003
26.766457	164.32727	-63.26803	36.771053
26.771431	163.24658	-62.937946	36.68974
26.776556	162.21252	-62.64299	36.60534
26.781532	161.29053	-62.400352	36.520504
26.786568	160.42303	-62.199287	36.434643
26.791603	159.62231	-62.042255	36.347454
26.7967	158.87305	-61.919262	36.257774
26.801674	158.19489	-61.825176	36.16609
26.80671	157.54541	-61.751057	36.072605
26.811743	156.93036	-61.698452	35.97899
26.816841	156.33734	-61.661682	35.88613
26.821815	155.7851	-61.636795	35.79533
26.82685	155.24902	-61.61468	35.705147
26.831856	154.742	-61.593246	35.615524
26.836983	154.25604	-61.569374	35.52473
26.841957	153.81702	-61.54693	35.432915
26.846992	153.40979	-61.526554	35.336254
26.852028	153.04102	-61.51098	35.23071
26.857122	152.70624	-61.50241	35.11113
26.862097	152.40698	-61.50085	34.974167
26.867165	152.12787	-61.508507	34.811066
26.872139	151.8667	-61.527473	34.621155
26.877266	151.60754	-61.560608	34.392464
26.88224	151.35123	-61.611477	34.132175
26.887276	151.09143	-61.683372	33.829636
26.892311	150.823	-61.77939	33.48602
26.897408	150.54361	-61.905838	33.098526
26.902382	150.25525	-62.058125	32.68055
26.907417	149.96304	-62.24459	32.223114
26.912453	149.67032	-62.46697	31.73611
26.91755	149.38821	-62.73221	31.22389
26.922523	149.12732	-63.032288	30.711197
26.927557	148.91138	-63.373085	30.191313
26.932594	148.75513	-63.745964	29.678791
26.93769	148.68146	-64.148445	29.17436
26.942663	148.70447	-64.561935	28.69437
26.9477	148.86972	-64.99168	28.217869
26.952736	149.18164	-65.42778	27.737556
26.957832	149.65674	-65.86889	27.235773
26.962807	150.26312	-66.2983	26.728098
26.967873	151.06128	-66.7395	26.209576
26.972847	152.02051	-67.1968	25.71722
26.977974	153.2207	-67.71951	25.255295
26.982948	154.59412	-68.29135	24.86949
26.987984	156.25146	-68.94539	24.56004
26.993017	158.16699	-69.68277	24.335287
26.998116	160.35632	-70.5222	24.17953
27.00309	162.68591	-71.43616	24.056858
27.008123	165.216	-72.450226	23.892996
27.01316	167.82709	-73.52736	23.618334
27.018257	170.45502	-74.63844	23.164032
27.023232	172.83887	-75.71763	22.48619
27.028267	175.02881	-76.77844	21.595057
27.033302	176.95612	-77.7824	20.647118
27.038397	178.62079	-78.63118	19.782116
27.043373	179.84027	-79.15389	19.04179
27.048409	180.62453	-79.31507	18.309685
27.053444	180.98265	-79.186195	17.556982
27.05854	180.98378	-78.89286	16.778358
27.063515	180.66986	-78.53269	16.025393
27.06858	180.15933	-78.13157	15.301369
27.073555	179.51978	-77.722275	14.664215
27.078682	178.80377	-77.300385	14.113769
27.083656	178.10297	-76.908066	13.697866
27.08869	177.49792	-76.54317	13.395249
27.093697	177.01807	-76.223495	13.199032
27.098824	176.68439	-75.93571	13.093081
27.103798	176.50793	-75.68456	13.0655985
27.108833	176.52924	-75.447655	13.097468
27.113838	176.73029	-75.22265	13.168158
27.118963	177.11938	-75.002304	13.264666
27.12394	177.65552	-74.80124	13.372766
27.128975	178.3706	-74.6143	13.488799
27.13401	179.22577	-74.44562	13.609113
27.139107	180.20506	-74.29669	13.735005
27.144081	181.23146	-74.17302	13.864204
27.149117	182.3276	-74.06659	14.001447
27.15415	183.44617	-73.97312	14.15025
27.159248	184.57495	-73.88284	14.3145685
27.164223	185.65016	-73.79263	14.494152
27.169317	186.73349	-73.68792	14.705305
27.174261	187.74608	-73.566	14.938759
27.17939	188.73921	-73.403114	15.207875
27.184364	189.63414	-73.19794	15.494037
27.1894	190.46997	-72.92783	15.799269
27.194435	191.21469	-72.58872	16.111372
27.199532	191.8625	-72.178566	16.424995
27.204504	192.38028	-71.72401	16.723442
27.209541	192.79437	-71.22757	17.006195
27.214546	193.0941	-70.722595	17.258741
27.219673	193.28577	-70.22021	17.473604
27.224648	193.36818	-69.76757	17.635958
27.229683	193.36418	-69.36466	17.748388
27.234718	193.2884	-69.03704	17.818014
27.239815	193.16382	-68.797066	17.86168
27.24479	193.02377	-68.659874	17.903
27.249825	192.89764	-68.62008	17.9619
27.25486	192.80815	-68.67297	18.05582
27.259956	192.77199	-68.80637	18.198853
27.26493	192.80821	-69.0018	18.396786
27.269997	192.93668	-69.24992	18.66224
27.274971	193.16245	-69.52722	18.99074
27.280098	193.49663	-69.832115	19.396542
27.28507	193.92378	-70.14429	19.854473
27.290108	194.4532	-70.47829	20.375408
27.295143	195.06383	-70.83789	20.945488
27.300238	195.74823	-71.23675	21.562029
27.305214	196.46696	-71.66533	22.193348
27.31025	197.22389	-72.13946	22.847633
27.315285	197.99298	-72.65018	23.506577
27.320381	198.76524	-73.19691	24.168924
27.325356	199.50189	-73.754105	24.805437
27.33039	200.2117	-74.33868	25.43553
27.335424	200.8746	-74.9407	26.047935
27.340523	201.4762	-75.55443	26.645119
27.345497	201.95268	-76.11899	27.207561
27.35053	202.26927	-76.64388	27.757898
27.355568	202.37097	-77.11881	28.289629
27.360664	202.21904	-77.54051	28.813051
27.365639	201.81656	-77.857544	29.333471
27.370705	201.15186	-78.049484	29.919052
27.375679	200.32417	-78.11514	30.604664
27.380804	199.2891	-78.020294	31.45575
27.38578	198.17224	-77.78097	32.3314
27.390816	196.97745	-77.43239	33.138443
27.395851	195.71275	-76.96443	33.837055
27.400948	194.35422	-76.38663	34.433125
27.405922	192.9624	-75.75426	34.91694
27.410957	191.47388	-75.08372	35.31934
27.41599	189.93695	-74.424126	35.643154
27.42109	188.36479	-73.8013	35.900764
27.426064	186.8471	-73.24985	36.091267
27.431099	185.32678	-72.74528	36.23522
27.436134	183.84468	-72.280556	36.342236
27.44123	182.3924	-71.8328	36.42779
27.446205	181.02432	-71.39773	36.49729
27.45124	179.66443	-70.94534	36.561096
27.456276	178.32642	-70.47295	36.616184
27.46137	176.99133	-69.97877	36.66097
27.466345	175.71985	-69.49083	36.690666
27.471413	174.4497	-68.998505	36.70753
27.476387	173.24835	-68.53028	36.710255
27.481514	172.0777	-68.07559	36.70316
27.486488	171.01868	-67.66926	36.68459
27.491524	170.01447	-67.29746	36.656178
27.49656	169.0824	-66.965576	36.614758
27.501656	168.20563	-66.67081	36.557617
27.50663	167.41705	-66.42544	36.48747
27.511665	166.67285	-66.22286	36.40714
27.5167	165.98352	-66.06798	36.321373
27.521797	165.34198	-65.961815	36.235065
27.526772	164.77167	-65.90786	36.153168
27.531805	164.24268	-65.89741	36.076145
27.536812	163.75995	-65.91954	36.000652
27.541939	163.30652	-65.966415	35.92003
27.546911	162.89673	-66.02723	35.829494
27.551949	162.50897	-66.09838	35.72106
27.556984	162.14954	-66.1769	35.590076
27.56208	161.8125	-66.261826	35.43046
27.567055	161.50409	-66.34991	35.243126
27.57212	161.21295	-66.44408	35.019264
27.577095	160.94202	-66.54133	34.763786
27.582222	160.68225	-66.64831	34.46624
27.587196	160.43665	-66.75861	34.141693
27.592232	160.2019	-66.877815	33.780247
27.597265	159.96783	-67.005905	33.38556
27.602364	159.72388	-67.1431	32.953922
27.607338	159.46527	-67.28649	32.500946
27.612371	159.19446	-67.44208	32.01466
27.617409	158.90692	-67.60841	31.503738
27.622505	158.60461	-67.78935	30.967894
27.627478	158.29547	-67.98198	30.431047
27.632515	157.99866	-68.19367	29.879938
27.63755	157.72345	-68.4195	29.325823
27.642645	157.48181	-68.6552	28.763786
27.647621	157.28278	-68.88221	28.211208
27.652657	157.1604	-69.09882	27.65057
27.657692	157.1142	-69.297104	27.085903
27.662788	157.15466	-69.478195	26.512993
27.667763	157.27502	-69.63789	25.963696
27.672829	157.52899	-69.79898	25.43761
27.677803	157.91498	-69.981606	24.972612
27.68293	158.48438	-70.23256	24.56627
27.687904	159.20142	-70.564735	24.246511
27.692938	160.13916	-71.01362	23.993256
27.697975	161.27307	-71.5835	23.78687
27.703072	162.60504	-72.27682	23.590858
27.708046	164.03442	-73.046326	23.37087
27.713081	165.59564	-73.87608	23.069578
27.718117	167.1839	-74.70575	22.628244
27.723211	168.71594	-75.5271	21.956121
27.728188	170.03577	-76.3383	21.012012
27.733223	171.22815	-77.18848	19.780735
27.738228	172.32922	-78.04428	18.432825
27.743355	173.55548	-78.80808	17.199432
27.74836	174.86176	-79.30624	16.274214
27.753365	176.18878	-79.50548	15.531584
27.75837	177.36859	-79.469154	14.81185
27.763496	178.33826	-79.30513	14.012697
27.76847	179.00891	-79.11819	13.1907
27.773535	179.49316	-78.949165	12.361434
27.77851	179.7948	-78.80309	11.610595
27.783638	179.98218	-78.65387	10.93396
27.788612	180.07962	-78.49382	10.384011
27.793648	180.20213	-78.312546	9.931563
27.798683	180.36478	-78.11607	9.5704365
27.80378	180.59822	-77.9059	9.278916
27.808752	180.88307	-77.6938	9.048842
27.81379	181.2897	-77.47515	8.862519
27.818825	181.79758	-77.25527	8.718524
27.823921	182.41577	-77.02887	8.611383
27.828896	183.09987	-76.80014	8.542113
27.833931	183.90903	-76.55515	8.504367
27.838966	184.8096	-76.29551	8.499214
27.844063	185.80368	-76.018	8.528665
27.849037	186.83006	-75.734406	8.595886
27.854073	187.94489	-75.437584	8.703117
27.859108	189.1	-75.13221	8.851388
27.864204	190.2889	-74.81726	9.043576
27.869179	191.44135	-74.507286	9.276246
27.874245	192.62251	-74.19457	9.559078
27.87922	193.7657	-73.89118	9.883888
27.884346	194.91238	-73.58279	10.263023
27.889318	195.97888	-73.28917	10.673139
27.894356	197.02798	-72.994606	11.12558
27.899391	198.02092	-72.6947	11.607691
27.904486	198.94771	-72.36929	12.113064
27.909462	199.74947	-72.021355	12.609171
27.914497	200.4555	-71.63656	13.094071
27.919533	201.02905	-71.22283	13.548732
27.92463	201.45004	-70.781456	13.967672
27.929604	201.68443	-70.33614	14.335816
27.934639	201.74452	-69.88274	14.664504
27.939672	201.6265	-69.442055	14.959815
27.944946	201.3494	-69.025826	15.243274
27.94992	200.9574	-68.65996	15.53134
27.954958	200.49025	-68.336365	15.8577
27.959993	199.98657	-68.05553	16.237926
27.96509	199.47841	-67.80991	16.686975
27.970064	199.0194	-67.60532	17.19158
27.97513	198.62033	-67.43763	17.766531
27.980104	198.32631	-67.32563	18.385628
27.985231	198.13315	-67.27637	19.064363
27.990206	198.07133	-67.303276	19.754644
27.99524	198.12085	-67.40877	20.46999
28.000277	198.2773	-67.59417	21.190691
28.005373	198.53172	-67.86237	21.914028
28.010347	198.87358	-68.198784	22.608698
28.01538	199.28491	-68.60437	23.294687
28.020418	199.76279	-69.06891	23.966244
28.025513	200.31131	-69.58916	24.638805
28.030487	200.92159	-70.13229	25.301311
28.035524	201.57353	-70.686485	25.980978
28.04056	202.22403	-71.212494	26.663538
28.045656	202.79611	-71.6868	27.335098
28.05063	203.20508	-72.10224	27.950449
28.055666	203.40639	-72.5083	28.528563
28.0607	203.38695	-72.90304	29.086039
28.065798	203.15097	-73.26908	29.667532
28.070772	202.7626	-73.586586	30.292778
28.075836	202.21437	-73.87747	31.000484
28.08081	201.54488	-74.12397	31.753862
28.08594	200.68216	-74.28	32.55753
28.090914	199.67888	-74.28175	33.32882
28.095947	198.46808	-74.11383	34.050964
28.100985	197.0936	-73.78805	34.682446
28.10608	195.55342	-73.32123	35.21795
28.111053	193.9454	-72.76511	35.641365
28.11609	192.21176	-72.134674	35.969536
28.121096	190.4317	-71.47978	36.20145
28.12622	188.6286	-70.84969	36.34173
28.131197	186.96782	-70.32493	36.40662
28.136232	185.35143	-69.87295	36.432938
28.141268	183.81287	-69.49211	36.42662
28.146364	182.33104	-69.16535	36.394627
28.151339	180.95604	-68.88956	36.34325
28.156374	179.60742	-68.63743	36.27856
28.161407	178.3009	-68.399574	36.20462
28.166506	177.01282	-68.165184	36.123405
28.17148	175.79053	-67.93915	36.037033
28.176577	174.56244	-67.707436	35.943928
28.18152	173.39874	-67.48215	35.84624
28.186647	172.22766	-67.245514	35.74176
28.19162	171.12408	-67.017624	35.635696
28.196657	170.03033	-66.79015	35.527264
28.201693	168.96124	-66.570114	35.417244
28.206787	167.90833	-66.36208	35.30691
28.211761	166.91364	-66.18135	35.199535
28.216799	165.94696	-66.02726	35.09731
28.221834	165.03143	-65.909676	35.005043
28.22693	164.16571	-65.83456	34.926136
28.231905	163.37671	-65.80453	34.861156
28.23694	162.63495	-65.81165	34.808266
28.241974	161.94397	-65.84251	34.76368
28.247072	161.29272	-65.88767	34.72466
28.252047	160.70087	-65.93507	34.689392
28.25708	160.14337	-65.982414	34.653194
28.262117	159.6278	-66.028854	34.61474
28.267214	159.14941	-66.07854	34.57148
28.272188	158.72064	-66.13348	34.520596
28.277254	158.32977	-66.19856	34.458023
28.282228	157.98267	-66.271706	34.379925
28.287354	157.659	-66.35678	34.27934
28.292328	157.36066	-66.44564	34.155003
28.297365	157.07538	-66.54535	33.999187
28.3024	156.79419	-66.653336	33.80955
28.307497	156.50488	-66.77229	33.579536
28.312471	156.20374	-66.89838	33.31427
28.317507	155.88666	-67.03869	33.005886
28.32254	155.54767	-67.1933	32.660416
28.327639	155.1853	-67.364	32.280212
28.332613	154.80707	-67.54394	31.885319
28.337648	154.42444	-67.740456	31.472143
28.342684	154.04468	-67.95268	31.054302
28.34778	153.68433	-68.1855	30.637482
28.352755	153.36884	-68.43199	30.243153
28.357788	153.14081	-68.69343	29.86479
28.362825	153.02527	-68.96428	29.509275
28.36792	153.05243	-69.243385	29.173212
28.372894	153.21729	-69.51949	28.85999
28.377962	153.56549	-69.80604	28.560778
28.382936	154.0708	-70.10197	28.289215
28.388062	154.77917	-70.440346	28.046455
28.393038	155.63928	-70.82361	27.85043
28.398073	156.72345	-71.29053	27.698973
28.403109	158.0149	-71.85952	27.591858
28.408205	159.53809	-72.55476	27.518843
28.41318	161.21472	-73.35438	27.456863
28.418215	163.12213	-74.26849	27.3672
28.423218	165.16827	-75.238686	27.20139
28.428347	167.35034	-76.24036	26.890211
28.433321	169.43433	-77.194145	26.375265
28.438354	171.46442	-78.13645	25.586548
28.443392	173.42505	-79.05492	24.583235
28.448488	175.36115	-79.9334	23.463839
28.45346	177.21252	-80.687904	22.417536
28.458498	179.06299	-81.24798	21.485765
28.463533	180.73878	-81.54864	20.622078
