unit -> angles in degrees;
Azimuth, angle between the magnetic north direction and the y-axis, around the z-axis (0 to 359). 0=North, 90=East, 180=South, 270=West;Pitch, rotation around x-axis (-180 to 180), with positive values when the z-axis moves toward the y-axis;Roll, rotation around y-axis (-90 to 90), with positive values when the x-axis moves toward the z-axis;
Timestamp;Azimuth;Pitch;Roll;
8.8500895E-4;37.224945;-85.321556;4.3053346;
0.005859375;37.2153;-85.31553;4.312693;
0.010894774;37.230103;-85.308975;4.318084;
0.015930174;37.25232;-85.30431;4.3218865;
0.021026611;37.27942;-85.30145;4.326981;
0.026000975;37.29843;-85.29991;4.333953;
0.031066893;37.332947;-85.30085;4.3435903;
0.03604126;37.368774;-85.30383;4.3543363;
0.04116821;37.40741;-85.309135;4.364389;
0.046142574;37.429565;-85.31664;4.3732834;
0.051177975;37.46295;-85.325905;4.38032;
0.05621338;37.49002;-85.33658;4.3857436;
0.061309814;37.510834;-85.34906;4.389683;
0.06628418;37.517;-85.36186;4.3919363;
0.07131958;37.527405;-85.375946;4.3946166;
0.07635497;37.53714;-85.390755;4.396098;
0.081451416;37.544525;-85.405594;4.398306;
0.08642578;37.536743;-85.41972;4.4008126;
0.09146118;37.539246;-85.431305;4.4040546;
0.09649658;37.539764;-85.44181;4.406737;
0.10159301;37.53827;-85.45026;4.4098825;
0.10656738;37.525513;-85.45561;4.4129996;
0.11160278;37.52771;-85.45842;4.416983;
0.11663818;37.531708;-85.45997;4.4215956;
0.12173461;37.53589;-85.460815;4.427309;
0.12670898;37.528564;-85.461945;4.4335546;
0.1317749;37.53003;-85.46571;4.440897;
0.13674927;37.531036;-85.47128;4.448419;
0.14187622;37.531464;-85.47815;4.4571557;
0.14685059;37.523376;-85.485565;4.465154;
0.15188599;37.53241;-85.49336;4.472975;
0.15689085;37.546173;-85.501015;4.4808826;
0.16201782;37.5632;-85.50819;4.490077;
0.16699219;37.570343;-85.51559;4.4996552;
0.17202757;37.59085;-85.523415;4.510881;
0.17706299;37.611267;-85.53222;4.523465;
0.18215942;37.631317;-85.54074;4.5378623;
0.18713379;37.63925;-85.54878;4.5522475;
0.19216917;37.658966;-85.5563;4.567827;
0.19720459;37.676147;-85.5634;4.5848303;
0.20230103;37.694885;-85.56978;4.6023273;
0.20727539;37.69809;-85.575966;4.6208186;
0.21231078;37.713745;-85.5821;4.640628;
