unit -> angles in degrees;
Azimuth, angle between the magnetic north direction and the y-axis, around the z-axis (0 to 359). 0=North, 90=East, 180=South, 270=West;Pitch, rotation around x-axis (-180 to 180), with positive values when the z-axis moves toward the y-axis;Roll, rotation around y-axis (-90 to 90), with positive values when the x-axis moves toward the z-axis;
Timestamp;Azimuth;Pitch;Roll;
8.2397496E-4;32.588135;-84.33376;3.0818064;
0.005859375;32.58008;-84.31307;3.0763376;
0.010894775;32.56955;-84.29858;3.0705364;
0.015991211;32.55591;-84.2904;3.065733;
0.020965576;32.521423;-84.287605;3.0625267;
0.026000975;32.500977;-84.28741;3.059408;
0.031036375;32.47705;-84.28774;3.0563529;
0.036132813;32.449707;-84.28837;3.0516908;
0.041107174;32.40097;-84.28793;3.0448287;
0.046173096;32.362183;-84.28691;3.0344636;
0.051147457;32.326416;-84.283844;3.0213451;
0.056274414;32.288605;-84.27958;3.005942;
0.06124878;32.229156;-84.27573;2.990496;
0.06628418;32.18152;-84.27221;2.9742615;
0.07131958;32.12741;-84.27077;2.958174;
0.076416016;32.07724;-84.26999;2.9423616;
0.08139038;32.022064;-84.26896;2.928083;
0.08642578;31.98941;-84.26846;2.915242;
0.09146118;31.961761;-84.27006;2.9037795;
0.09655761;31.942078;-84.270805;2.8938675;
0.10153198;31.911499;-84.27229;2.8848658;
0.10656738;31.894562;-84.27569;2.8784251;
0.11160278;31.87909;-84.27988;2.873587;
0.11669921;31.863892;-84.28514;2.8697052;
0.121673584;31.830536;-84.29179;2.8673327;
0.12670898;31.817139;-84.29831;2.8654034;
0.13174438;31.806091;-84.30529;2.8633938;
0.1368408;31.797302;-84.312614;2.8611147;
0.14181519;31.774872;-84.31936;2.8588758;
0.1468811;31.773682;-84.32612;2.8562346;
0.15185547;31.772156;-84.33273;2.8538554;
0.1569824;31.77237;-84.33993;2.850254;
0.16195677;31.759644;-84.34585;2.8455892;
0.16699219;31.763031;-84.35182;2.8401148;
0.17202757;31.766022;-84.3564;2.8340824;
0.17712402;31.769531;-84.35975;2.826725;
0.18209837;31.754852;-84.36106;2.8193872;
0.18713379;31.758362;-84.36059;2.8116205;
0.19216917;31.761292;-84.359375;2.8036368;
0.19726563;31.7641;-84.35625;2.7961369;
0.20223998;31.749023;-84.3522;2.7899344;
0.20727539;31.751404;-84.34782;2.7844372;
0.21231078;31.752167;-84.343155;2.7806473;
0.21740723;31.754333;-84.33784;2.7773752;
0.22238159;31.737946;-84.332535;2.7755833;
0.22741699;31.736542;-84.32718;2.7745485;
0.23242186;31.73468;-84.32226;2.7739406;
0.23754883;31.732697;-84.31836;2.773526;
0.2425232;31.71222;-84.315834;2.7732737;
0.24758911;31.712189;-84.31372;2.7721019;
0.25256348;31.711761;-84.31307;2.7706447;
0.25769043;31.712616;-84.31394;2.7687128;
0.2626648;31.697906;-84.31409;2.768026;
0.2677002;31.69989;-84.31322;2.7683008;
0.27273557;31.699524;-84.312584;2.7691746;
0.27783203;31.698334;-84.31176;2.7708728;
0.2828064;31.68155;-84.31022;2.7730005;
0.2878418;31.685608;-84.308426;2.7749066;
0.29284668;31.690674;-84.307106;2.776434;
0.29794955;31.698303;-84.3053;2.7768059;
0.3029239;31.687653;-84.303;2.7765672;
0.30795932;31.692688;-84.29969;2.776498;
0.31296417;31.699158;-84.29575;2.7763562;
0.31809115;31.702087;-84.29194;2.7773042;
0.32306552;31.687195;-84.28779;2.7778444;
0.32810092;31.6857;-84.28502;2.7779377;
0.33310577;31.679169;-84.28366;2.7782547;
0.33823276;31.671448;-84.28325;2.7771015;
0.34320712;31.643524;-84.28239;2.7759485;
0.34827304;31.629059;-84.282036;2.7743218;
0.35324737;31.611847;-84.28189;2.7721899;
0.35837436;31.596466;-84.28109;2.7691631;
0.36334872;31.560791;-84.28134;2.7664082;
0.36838412;31.545837;-84.28045;2.763315;
0.37341952;31.530914;-84.28001;2.760072;
0.37851596;31.515411;-84.28001;2.756393;
0.38349032;31.484436;-84.27973;2.7517893;
0.38852572;31.473389;-84.27821;2.7468078;
0.3935611;31.464172;-84.276024;2.7426708;
