unit -> angles in degrees;
Azimuth, angle between the magnetic north direction and the y-axis, around the z-axis (0 to 359). 0=North, 90=East, 180=South, 270=West;Pitch, rotation around x-axis (-180 to 180), with positive values when the z-axis moves toward the y-axis;Roll, rotation around y-axis (-90 to 90), with positive values when the x-axis moves toward the z-axis;
Timestamp;Azimuth;Pitch;Roll;
1.0734253;23.445313;-84.852745;4.6080275;
1.0783995;23.686646;-84.8189;4.8305492;
1.0834656;23.940125;-84.78364;5.0567846;
1.08844;24.177856;-84.74635;5.280708;
1.0935668;24.407593;-84.70255;5.5157237;
1.0985413;24.591583;-84.65296;5.7526293;
1.1035767;24.768524;-84.593666;6.004575;
1.1086121;24.918488;-84.5268;6.269312;
1.1137085;25.042297;-84.454254;6.5486617;
1.1186829;25.115631;-84.38195;6.830297;
1.1237183;25.175598;-84.30399;7.119772;
1.1287537;25.20044;-84.21953;7.409865;
1.1338501;25.189941;-84.124954;7.702605;
1.1388245;25.130371;-84.02206;7.988132;
1.1438599;25.06012;-83.9059;8.276343;
1.1488951;24.964355;-83.7764;8.564453;
1.1539917;24.849121;-83.63238;8.852854;
1.158966;24.697418;-83.47908;9.13233;
1.1640013;24.540405;-83.30988;9.410291;
1.1690063;24.365631;-83.12853;9.679048;
1.1741332;24.166534;-82.9276;9.944826;
1.1791077;23.934448;-82.72097;10.192734;
1.1841736;23.691467;-82.49833;10.435154;
1.1891478;23.430359;-82.269615;10.664571;
1.1942749;23.138916;-82.024635;10.894418;
1.1992493;22.822723;-81.77961;11.114029;
1.2042847;22.503204;-81.52463;11.334173;
1.2092896;22.171875;-81.26832;11.552435;
1.2144165;21.817322;-81.00728;11.777779;
1.2193909;21.453064;-80.75863;11.998626;
1.2244262;21.089813;-80.51856;12.22709;
1.2294616;20.72055;-80.29448;12.463598;
1.234558;20.34967;-80.08708;12.71157;
1.2395324;19.986572;-79.90386;12.962936;
1.2445678;19.643188;-79.73998;13.229397;
1.2495728;19.324127;-79.5974;13.506801;
1.2546996;19.02005;-79.47146;13.808981;
1.2596741;18.748505;-79.36468;14.120919;
1.2647095;18.525177;-79.27119;14.459282;
1.2697449;18.346924;-79.18983;14.823945;
1.2748413;18.216827;-79.11857;15.22101;
1.2798157;18.129425;-79.05813;15.637034;
1.2848815;18.105988;-79.00635;16.091286;
1.289856;18.13382;-78.96617;16.566353;
1.2949829;18.205566;-78.93773;17.086998;
1.2999572;18.309937;-78.92102;17.616486;
1.3049926;18.479889;-78.91455;18.174675;
1.310028;18.710571;-78.91498;18.75961;
1.3151244;18.983246;-78.91229;19.376055;
1.3200988;19.222534;-78.89163;19.993473;
1.3251343;19.446045;-78.83983;20.636576;
1.3301697;19.599121;-78.747086;21.30103;
1.3352661;19.656372;-78.604866;21.995459;
1.3402405;19.577423;-78.41569;22.692999;
1.3452759;19.401825;-78.17331;23.415619;
1.3502806;19.117798;-77.87989;24.145794;
1.3554077;18.724396;-77.528656;24.89979;
1.3603821;18.229126;-77.13566;25.631962;
1.3654175;17.665833;-76.68504;26.36675;
1.3704529;17.016785;-76.180244;27.086292;
1.3755493;16.268066;-75.61258;27.790102;
1.3805236;15.432434;-75.00239;28.440186;
1.3855896;14.525421;-74.32664;29.055687;
1.390564;13.577759;-73.6184;29.606543;
1.3956908;12.547638;-72.844055;30.11576;
1.4006653;11.484955;-72.06377;30.5506;
1.4057007;10.4175415;-71.2652;30.93307;
1.4107361;9.353638;-70.46808;31.258512;
1.4158325;8.301636;-69.69377;31.53828;
1.4208069;7.318329;-68.97376;31.76188;
1.4258423;6.3804016;-68.28704;31.940376;
1.4308472;5.4923706;-67.65225;32.074585;
1.4359741;4.6431885;-67.05746;32.176804;
1.4409485;3.8709106;-66.53926;32.250813;
1.4459839;3.1638794;-66.074844;32.31116;
1.4510192;2.5177002;-65.67323;32.36442;
1.4561157;1.9141235;-65.32699;32.418205;
1.46109;1.3614197;-65.04541;32.473564;
1.4661254;0.8491211;-64.81538;32.537506;
1.4711608;0.37078857;-64.63651;32.60986;
1.4762572;359.91922;-64.50195;32.691982;
1.4812317;359.50388;-64.40943;32.777943;
1.4862976;359.11105;-64.345695;32.87204;
1.4912719;358.7505;-64.30323;32.96757;
1.4963989;358.39465;-64.2718;33.070244;
1.5013733;358.0573;-64.24553;33.17187;
1.5064087;357.73337;-64.21368;33.276512;
1.5114441;357.41803;-64.17031;33.381565;
1.5167176;357.10446;-64.10939;33.488293;
1.5216919;356.80038;-64.029495;33.591736;
1.5267274;356.50345;-63.927982;33.69609;
1.5317627;356.21466;-63.80942;33.79815;
1.536859;355.93228;-63.67699;33.89739;
1.5418335;355.66788;-63.541286;33.984783;
1.5468689;355.4286;-63.405468;34.059875;
1.5519043;355.2165;-63.279118;34.117508;
1.5570008;355.0368;-63.17108;34.153534;
1.5619751;354.89597;-63.093674;34.162766;
1.5670105;354.80414;-63.051426;34.14364;
1.5720459;354.7587;-63.054615;34.093765;
1.5771424;354.7594;-63.10936;34.010414;
1.5821167;354.8022;-63.218487;33.896336;
1.5872132;354.90305;-63.39158;33.747486;
1.5921875;355.0523;-63.6151;33.572254;
1.597284;355.24994;-63.89631;33.36846;
1.6022582;355.48587;-64.21433;33.149414;
1.6072937;355.77863;-64.57173;32.914272;
1.6123291;356.1178;-64.95854;32.674255;
1.6174256;356.50662;-65.37367;32.433838;
1.6223999;356.93842;-65.798325;32.203316;
1.6274353;357.4348;-66.24594;31.980715;
1.6324707;358.0012;-66.708;31.771595;
1.6375672;358.65417;-67.18957;31.578121;
1.6425415;359.38162;-67.67124;31.409056;
1.6475769;0.21438599;-68.166794;31.264473;
1.6526123;1.1403503;-68.66951;31.151379;
1.6577088;2.1605835;-69.18902;31.074768;
1.6626831;3.2306213;-69.71606;31.038057;
1.6677185;4.389099;-70.28557;31.043264;
1.6727539;5.6309814;-70.91297;31.091043;
1.6778504;6.9951477;-71.628525;31.181477;
1.6828247;8.445007;-72.42714;31.309591;
1.6878906;10.072662;-73.359344;31.475613;
1.692865;11.836243;-74.408806;31.65553;
1.697992;13.815033;-75.6319;31.836117;
1.7029663;15.8810425;-76.95808;31.965149;
1.7080017;18.113983;-78.44721;32.00159;
1.7130371;20.45285;-80.07894;31.883886;
1.7181336;22.869873;-81.81589;31.582012;
1.7231079;25.182983;-83.475876;31.139582;
1.7281433;27.392426;-84.9894;30.622236;
1.7331482;29.376526;-86.26619;30.08543;
