unit -> angles in degrees;
Azimuth, angle between the magnetic north direction and the y-axis, around the z-axis (0 to 359). 0=North, 90=East, 180=South, 270=West;Pitch, rotation around x-axis (-180 to 180), with positive values when the z-axis moves toward the y-axis;Roll, rotation around y-axis (-90 to 90), with positive values when the x-axis moves toward the z-axis;
Timestamp;Azimuth;Pitch;Roll;
0.0;30.200897;-83.49737;-0.6874716;
0.005096436;30.208984;-83.49099;-0.67862505;
0.010070801;30.206085;-83.48701;-0.6713052;
0.015136719;30.214783;-83.48567;-0.6652933;
0.020111084;30.22171;-83.48641;-0.66046923;
0.025238035;30.228241;-83.48979;-0.6579333;
0.0302124;30.21933;-83.4954;-0.6567439;
0.035247803;30.217438;-83.50255;-0.6570803;
0.040283203;30.213287;-83.51015;-0.6590706;
0.04537964;30.207214;-83.518555;-0.6630204;
0.050354004;30.1875;-83.52682;-0.66782063;
0.0553894;30.17871;-83.534325;-0.67440796;
0.0604248;30.168884;-83.5412;-0.6822897;
0.06552124;30.157654;-83.54674;-0.6909988;
0.070495605;30.136536;-83.55084;-0.70117396;
0.075531006;30.122711;-83.55488;-0.7119972;
0.080566406;30.111969;-83.55856;-0.72488767;
0.085662834;30.100403;-83.560974;-0.73761934;
0.09063721;30.082336;-83.56304;-0.7510486;
0.09567261;30.072815;-83.5652;-0.76425683;
0.10070801;30.061249;-83.56903;-0.7770671;
0.105804436;30.048065;-83.57378;-0.78899544;
0.1107788;30.024963;-83.5786;-0.80008364;
0.115875244;30.00946;-83.58385;-0.81088835;
0.1208496;29.993652;-83.589485;-0.8209674;
0.12594604;29.97763;-83.5957;-0.8309208;
0.13092041;29.95227;-83.601166;-0.8394663;
0.13595581;29.935425;-83.60764;-0.84675914;
0.14099121;29.917694;-83.61408;-0.8523784;
0.14608765;29.900269;-83.61972;-0.8563567;
0.15106201;29.871887;-83.62412;-0.8585783;
0.1560974;29.850098;-83.628685;-0.8593878;
0.16110228;29.82782;-83.63314;-0.85863554;
0.16622925;29.808746;-83.63718;-0.8565086;
0.17120361;29.779968;-83.641;-0.85233825;
0.176239;29.761078;-83.64437;-0.8460547;
0.18127441;29.743958;-83.64707;-0.8381001;
0.18637085;29.727264;-83.65021;-0.8290448;
0.19134521;29.70288;-83.65471;-0.8202612;
0.1963806;29.68863;-83.66114;-0.8118703;
0.20142828;29.678894;-83.66773;-0.8048046;
0.20652471;29.668976;-83.67466;-0.7968509;
0.21149908;29.653748;-83.68092;-0.7895547;
0.216565;29.652344;-83.68817;-0.78280073;
