unit -> SI (m/s^2) 
Timestamp;x-axis;y-axis;z-axis
8.5449195E-4;0.1847568;-0.13862228;-0.16915143;
0.005889893;0.19701204;0.00825119;-0.13116932;
0.010925293;0.20328832;0.027724266;-0.20842326;
0.016021729;0.18239433;0.06973934;-0.24772274;
0.020965576;0.07170306;0.03100586;-0.22804844;
0.026031494;0.10295908;-0.053868294;-0.23482108;
0.03100586;0.0122521;0.014704704;-0.22553182;
0.036163326;-0.07421663;-0.03196907;-0.1977334;
0.041107174;-0.19817317;-0.021453857;-0.057792068;
0.046142574;-0.24325722;-0.01685524;-0.05025792;
0.051208496;-0.24205305;0.017437935;-0.14621508;
0.05630493;-0.2934723;0.008922577;-0.13164878;
0.061279293;-0.2515064;0.034861565;-0.05191338;
0.0663147;-0.20425868;-0.05204296;-0.015140772;
0.07128906;-0.14831492;-0.03546524;0.014496088;
0.076416016;-0.058798067;-0.014228821;-0.02218008;
0.08139038;-0.0030584708;0.060336113;-0.028866649;
0.08642578;0.032191426;0.004087448;0.1237905;
0.09146118;0.02918265;0.053611755;0.019792557;
0.09655761;0.0450861;0.00564003;0.04918182;
0.10153198;0.049216963;0.010022163;0.05003774;
0.1065979;0.043992154;0.06307602;0.12562346;
0.11157226;0.047492623;0.026991844;0.21151567;
0.11669921;-0.032695442;0.065787315;0.072885394;
0.121673584;-0.06110871;0.09619331;0.1221025;
0.12670898;-0.02380018;0.06362629;0.085588574;
0.13174438;-0.14412814;-8.8882446E-4;0.072781324;
0.1368408;-0.1050125;6.0081482E-5;0.038603544;
0.14181519;-0.06507119;-0.02272892;0.07330191;
0.14685059;-0.09080658;-0.034786224;0.01535368;
0.15188599;-0.035901397;-0.064626694;-0.015120983;
0.1569824;-0.13430199;-0.042165756;0.010349512;
0.16195677;-0.14945768;-0.12543488;0.014446855;
0.16699219;-0.26911435;-0.15983677;-0.07159972;
0.17202757;-0.28186554;-0.065937996;0.018300533;
0.17712402;-0.268831;-0.05181122;0.088924885;
0.18209837;-0.19781232;-0.032961845;0.10113549;
0.18713379;-0.10346543;0.013129234;0.17397642;
0.19216917;-0.027336083;0.034175873;0.12196016;
0.19726563;0.096138634;-0.00892067;0.048570037;
0.20223998;0.14342254;-0.057806015;-0.04628551;
0.20733643;0.16793579;-0.08162975;-0.009194016;
0.21228027;0.1353117;-0.016326904;0.0039120913;
0.21740723;0.1570291;0.042877197;0.06686044;
0.22238159;0.18817762;0.008120537;-0.03286755;
0.22741699;0.08178345;0.05062008;0.052907944;
0.2324524;0.027025558;-0.037569046;-0.03260243;
0.23754883;0.015429251;-0.0020513535;0.016198516;
0.2425232;-0.031482026;0.03459072;-0.052793145;
0.24755858;-0.050957143;-0.05231762;-0.039833903;
0.25256348;-0.01365377;0.030794144;0.014491677;
0.25769043;0.09827394;0.032984734;0.09113586;
0.2626648;0.0842559;0.033999443;0.006017804;
0.2677002;0.11317226;0.070646286;0.018390775;
0.27273557;0.06143926;-0.0020341873;0.023633957;
0.27783203;0.021904744;-0.043683052;0.021824002;
0.2828064;-7.4467063E-4;-0.032996178;0.011764288;
0.2878418;-0.0731484;0.013267517;0.03986001;
0.29284668;-0.21070015;0.005955696;0.040809393;
0.29797363;-0.29581535;-0.11892223;0.0609442;
0.302948;-0.24915421;-0.0820179;0.07268441;
0.30801392;-0.22779655;-0.0915184;-0.034299016;
0.31298828;-0.27439827;-0.110486984;0.023941994;
0.31811523;-0.24398115;-0.1056633;0.08678055;
0.3230896;-0.09274283;-0.14595985;0.14105237;
0.32812497;0.03893423;-0.042482376;0.120379806;
0.33312988;0.11312401;-0.03187275;0.09386706;
0.33825684;0.2570334;0.0012617111;0.06512141;
0.3432312;0.22260404;-0.015573502;0.10190189;
0.34826657;0.25841528;0.10893059;0.03298402;
0.353302;0.16601203;0.10134697;0.001009345;
0.3583984;0.15832002;0.09853363;-0.008338094;
0.3633728;0.025026843;0.030448914;-0.090313196;
0.36840817;0.07855533;0.014797211;0.009390116;
0.3734436;0.006298825;-0.0031585693;0.03382337;
0.37854;-0.05369647;-0.032910347;0.06270015;
0.38351437;-0.026684858;0.01819992;0.08053458;
0.38854977;0.003938362;0.08111;0.13726318;
0.3935852;0.040488213;0.04295063;0.13679123;
0.3986816;0.061434403;0.013199806;0.04717648;
0.40365598;0.14513364;-0.024795532;0.08124542;
0.4087219;0.20243591;0.046517372;0.11544478;
0.4136963;0.2631201;-0.08898926;0.078496456;
0.4188232;0.20719217;-0.040153503;0.006191492;
0.42379758;0.09810082;-0.08170891;-0.036068916;
0.428833;0.0015098192;-0.08043003;0.058418512;
0.4338684;-0.021070328;-0.060163498;-0.002794981;
0.4389648;-0.024582095;0.00992012;-0.03169632;
0.44393918;-0.07648356;-0.04722023;0.0036017895;
0.4489746;-0.11832328;0.040636063;-0.13801467;
0.45401;-0.10628141;-0.06291485;-0.15689874;
0.45910642;-0.15589654;0.06890106;-0.030819893;
0.46408078;-0.1341873;0.0104112625;-0.12469888;
0.4691162;-0.061361246;0.01854515;-0.030668736;
0.4741516;-0.03497257;0.07416439;-0.08764517;
0.47924802;-0.014533192;0.05720997;-0.036360502;
0.48422238;-0.038240567;0.058098793;-0.005329013;
0.4892578;0.016176313;-0.014667511;0.045945406;
0.49426267;0.04407665;-0.02198124;-0.0013164282;
0.49938965;-0.04586026;0.017008781;0.046732068;
0.504364;-0.008710921;-0.036733627;0.10663378;
0.50942993;0.015246563;-0.06308174;0.07164061;
0.5144043;-0.061812505;-0.028827667;0.11527932;
0.51953125;-0.06619311;-0.11937332;0.031896114;
0.52450556;-0.052729294;-0.017321587;0.037748933;
0.529541;-0.049040698;0.0061159134;0.016357064;
0.5345459;0.038621187;0.0069522858;0.07565582;
0.5396728;0.07597851;0.06363392;-0.017376304;
0.5446472;0.11312616;-0.0020895004;-0.05827856;
0.5496826;0.070491284;-0.04625511;0.039571285;
0.554718;0.10987119;-0.04635048;0.07878327;
0.55981445;0.049445048;-0.028600693;0.0036963224;
0.56478876;-0.017940119;-0.07024765;0.040228844;
0.56982416;-0.003295295;-0.08566952;0.10274911;
0.5748596;0.030258812;-0.014351845;0.04277897;
0.579956;0.038721792;-0.029891968;0.025726795;
0.5849304;0.02222225;-0.021641731;0.0039372444;
0.5899658;0.0046514124;0.0032234192;0.018995762;
0.5950012;-0.031732447;-0.014720917;-0.034866095;
0.60009766;-0.07634245;-0.05756855;0.106156826;
0.60507196;-0.0569705;-0.05399418;0.08288431;
0.6101379;-0.015457414;-0.033805847;0.10839641;
0.6151123;0.054263625;-0.03743267;0.040139556;
0.6202392;0.08221565;0.0064401627;-0.0100284815;
0.6252136;0.08187379;0.01341629;0.050287366;
0.630249;0.0721501;-0.034248352;0.07715583;
0.6352844;0.025738355;0.0535841;0.108774066;
0.64038086;0.0044916756;0.03196621;0.07973516;
0.64535517;-0.06387171;0.013971329;0.028087854;
0.6503906;-0.103054956;-0.011120796;-0.017452955;
0.655426;-0.15833591;-0.06348705;0.023860216;
0.6605224;-0.17869288;-0.09555626;0.054411054;
0.6654968;-0.056425005;-0.100234985;0.0028934479;
0.6705322;-0.107982755;-0.053818703;0.022676945;
0.67556757;-0.08129124;-3.6907196E-4;-0.008656859;
0.68066406;-0.05612666;-0.046816826;-0.038653135;
0.68563837;-0.015813414;-0.014796257;0.020631075;
0.6906738;0.020594869;-0.006620407;-0.030502439;
0.6957092;-0.030022062;-0.018666267;0.01950872;
0.7008056;0.10932891;-0.014069557;-0.043355703;
0.70578;0.07841268;0.008347511;0.032797575;
0.71084595;0.035558034;0.020041466;-0.044515967;
0.71582025;0.034555163;0.05310917;0.0017597675;
0.72094727;-0.065719195;-5.8460236E-4;0.028836131;
0.7259216;-0.17119738;-0.009005547;-0.060739636;
0.73095703;-0.28438988;-0.047088623;0.018435955;
0.73599243;-0.3129686;-0.08390236;0.0023680925;
0.74108887;-0.3026602;-0.04698944;-0.03748274;
0.74606323;-0.3307243;-0.007750511;0.06985998;
0.7510986;-0.3517264;-0.016101837;-0.00475657;
0.75610346;-0.26223996;-0.017333984;0.09081626;
0.76127326;-0.12534799;0.07051182;0.14474487;
0.7662476;0.074652374;0.39455032;-0.03043592;
0.771283;-0.7149452;-0.11365509;-0.06324005;
0.77628785;-0.6549581;-0.25500202;0.12256467;
0.7814148;-0.4049251;-0.07168388;0.14929819;
0.78638923;-0.14634857;0.08994293;0.35026693;
0.79142463;-0.1264076;0.11816597;0.27320433;
0.79642946;-0.004459791;0.09042454;0.16001523;
0.80155647;0.12045067;0.132761;0.19479227;
0.8065308;0.33650014;0.29259586;-0.095800996;
0.8115967;0.23102029;0.52933884;-0.37741387;
0.81657106;-0.2515459;0.096879005;-0.35710168;
0.821698;-0.35188043;-0.07685661;-0.20463204;
0.82667243;-0.39278698;-0.30240345;0.01785171;
0.83170784;-0.19307956;-0.29580307;0.15976822;
0.83674324;-0.12614183;-0.22267914;0.12906349;
0.8418397;-0.029785492;-0.22813988;0.20206189;
0.846814;0.06753335;-0.16475964;0.16258204;
0.8518494;0.12318082;-0.06830788;0.12846553;
0.85685426;0.14783958;-0.031479836;0.0959456;
0.8619812;0.11531991;-0.012560844;0.0042244196;
0.86695564;0.13721365;0.009905815;0.015870214;
0.87199104;0.117179275;-0.028238297;0.09744704;
0.8770264;0.18485954;-0.03778553;-0.0030144453;
0.8821229;0.18809353;0.0358572;-0.007153034;
0.8870972;0.17224526;-0.027253151;0.04689753;
0.8921326;0.111392386;-0.017783165;0.07475829;
0.897168;0.09361354;-0.045171738;0.029001713;
0.9022644;0.0047207624;-0.10935497;0.02265954;
0.90723884;0.009918511;-0.052253723;0.07223344;
0.91230476;0.041354023;-0.034459114;-0.04936123;
0.9180115;0.032422572;-0.04996586;0.032451034;
0.9224061;-0.014691524;-0.05234146;0.011687636;
0.9274109;0.012054265;-0.1069994;0.01957047;
0.9324463;0.053082332;-0.07125664;0.022614837;
0.9374817;0.041837633;-0.052200317;0.07547355;
0.94257814;-0.015631497;-0.060503006;0.07003069;
0.94755256;-0.004068643;-0.11512661;0.05153942;
0.95258796;0.032513708;-0.03184223;0.025985718;
0.95762336;-0.025914334;0.013269424;0.15735292;
0.9627198;-0.086560905;0.033329964;0.09618509;
0.9676941;-0.048512705;0.03313923;0.15644014;
0.9727295;-0.06992762;0.067391396;0.1275711;
0.9777649;-0.029593267;0.027915;0.046526194;
0.98286134;-0.08805174;0.08472252;0.04418111;
0.98783576;-0.008719683;0.08438778;0.07520211;
0.99287117;-0.08412561;0.08879852;0.08841419;
0.9979065;-0.049108095;0.15734673;0.098115206;
1.003003;-0.02857896;0.10457039;0.09841955;
1.0079774;-0.0070789084;0.0043563843;0.07856512;
1.012799;0.016648918;0.059966087;0.086021066;
1.0178344;-0.021551266;-0.01996994;0.13507044;
1.0229003;0.01979807;-0.02371502;0.21483219;
1.0278748;0.040876716;-0.04288006;0.14934933;
1.0329102;0.018002152;-0.010903358;0.13017917;
1.0379761;0.07247493;-0.015786171;0.12272215;
1.0430421;0.030703552;-0.095482826;0.11031699;
1.0480468;0.07103962;-0.066892624;0.1179142;
1.0530518;0.019790918;-0.045459747;0.14673042;
1.0580872;-0.030249678;-0.0181036;0.04583919;
1.0632141;-0.043423563;-0.01690197;0.10766423;
1.0681885;-0.09701399;-0.058444023;0.045579553;
1.073224;-0.055530228;-0.09751129;0.019034982;
1.0782593;-0.064188935;-0.03075409;0.08273232;
1.0833558;-0.12048414;-0.052023888;0.05831313;
1.0882996;-0.07924861;-0.055430412;0.067166805;
1.0933654;-0.09880944;-0.081412315;0.06772578;
1.0984008;-0.10768641;-0.10379696;0.0754925;
1.1034669;-0.13315079;-0.08220577;0.09412098;
1.1084716;-0.08371726;-0.093937874;0.057005048;
1.113507;-0.07232906;-0.122294426;0.034284353;
1.1185426;-0.111913115;-0.07339573;-0.0060380697;
1.1236085;-0.07647617;-0.131526;1.2362003E-4;
1.1285827;-0.012564115;-0.1135273;0.003995061;
1.1336181;-0.01757358;-0.109838486;-0.0026743412;
1.1386535;-0.03549859;-0.139431;0.052503943;
1.14375;0.004790172;-0.06322956;0.016129851;
1.1487244;-0.016798653;-0.09528732;-0.0035113096;
1.1537904;0.008050606;-0.06907177;-0.039717674;
1.1588256;0.051807173;-0.025062561;-0.0034936666;
1.1639222;0.07756216;-0.05241394;0.0017297268;
1.168866;0.09741914;-0.012005806;0.039117575;
1.1739318;0.10426787;0.0045700073;0.00754416;
1.1789672;0.056532376;0.0044841766;0.040186644;
1.1840333;0.029266596;8.201599E-4;0.009913683;
1.1890076;0.106805086;0.085082054;0.07956898;
1.1940736;0.124934115;0.068198204;0.033922434;
1.199109;0.1050434;0.05728054;0.06560886;
1.2041748;0.087620884;0.13905048;0.010590434;
1.2091798;0.12381499;0.19452763;0.107877254;
1.2142152;0.122102425;0.14414883;0.016192436;
1.2192199;0.10270529;0.14969444;0.082739234;
1.2242554;0.107213624;0.12671375;0.0541296;
1.2293214;0.12601033;0.13229084;0.10872662;
1.2343566;0.09240858;0.059436798;0.07886648;
1.239392;0.039768577;0.022353172;0.08943188;
1.2444886;0.0121232495;0.017414093;0.13442886;
1.2494628;0.0747458;-0.027899742;0.14119852;
1.2544982;0.043312743;-0.033919334;0.16571629;
1.2595336;2.1383166E-6;-0.07200718;0.126006;
1.2746093;-0.03713368;-0.11229992;0.12197995;
1.2796754;-0.0936131;-0.088419914;0.06887853;
1.2847718;-0.085964836;-0.0241642;0.09059;
1.2897462;-0.10460767;-0.069316864;0.015903711;
1.2947816;-0.08171429;-0.08110428;0.15862584;
1.299817;-0.09104291;-0.12374115;0.09179723;
1.3048828;-0.1146977;-0.16035175;0.07606161;
1.3098876;-0.15138987;-0.085199356;0.047200084;
1.314923;-0.09063783;-0.043441772;0.09917951;
1.3199584;-0.06572843;-0.12890244;0.0584687;
1.3250245;-0.050443716;-0.11441612;0.11528063;
1.3300292;-0.016162857;-0.09402275;0.10553563;
1.3350646;-0.027073003;-0.035657883;0.09474635;
1.3401;-0.043969616;-0.07839775;0.069791436;
1.3451661;0.01759588;-0.05810547;0.122216105;
1.350171;0.010241456;0.0049123764;0.093883514;
1.3552064;0.073009394;-0.07358265;0.056174755;
1.3602418;0.09995094;-0.035517693;0.05903411;
1.3653382;0.037693404;-0.030797958;0.107129455;
1.3703126;0.07070096;-0.065283775;0.01603365;
1.375348;0.08354175;-0.042668343;0.108005404;
1.3803834;0.0558808;-0.06999302;0.09999406;
1.3854492;0.046036072;-0.027165413;0.10861313;
1.390454;0.039671503;-0.039060593;0.047061205;
1.3954895;0.054584555;0.08215809;0.040143967;
1.4005249;0.06591506;-0.008315086;0.07237387;
1.4055909;0.05942025;-0.045158386;0.08427513;
1.4105957;0.12659803;-0.046279907;0.09723866;
1.4156007;0.07364831;-0.0058021545;0.019797444;
1.4206666;0.08147914;0.009675026;5.7280064E-4;
1.4257629;0.060885116;-0.067542076;0.07516682;
1.4307067;0.051061712;0.0015077591;0.12833369;
1.4357728;0.04369507;0.03002739;0.15658796;
1.4408082;0.056601167;0.034718513;0.09224844;
1.4459046;-0.027964324;-0.011706352;0.08159423;
1.450879;0.057425663;0.03581047;0.107813954;
1.4558839;0.003464371;-0.008252144;0.04611647;
1.4609497;-0.047034033;-0.016597748;0.103345394;
1.4660157;-0.06550374;2.193451E-5;0.13433838;
1.4709901;-0.0959827;-0.0035963058;0.10475397;
1.4760559;-0.062377848;0.01892662;0.04198146;
1.4810913;-0.108459115;0.023592949;0.06483531;
1.4861573;-0.098677665;-0.07392788;0.0044255257;
1.4911621;-0.12687273;-0.03106308;0.09372091;
1.4961975;-0.106264785;-0.033411026;0.09248531;
1.501233;-0.11536271;-0.079717636;0.07342899;
1.5063293;-0.08516226;-0.049891472;0.05432546;
1.5113038;-0.112026386;-0.065252304;0.09099221;
1.5163392;-0.09969144;-0.040184975;0.12043846;
1.5213746;-0.054119512;-0.062683105;0.1129725;
1.526471;-0.10246177;-0.03167057;0.15301645;
1.5314454;-0.080505274;-0.07437801;0.17873704;
1.5364503;-0.08939742;-0.0338459;0.008409977;
1.5415161;-0.07571099;-0.06943607;0.07608271;
1.5466126;-0.045470364;0.0031528473;0.110423446;
1.5515869;-0.024763517;-0.0016155243;0.112648845;
1.5565919;-0.025406197;0.036393166;0.13393319;
1.5616577;-0.008117557;-0.008838654;0.082728386;
1.5667541;-0.036000438;0.011348724;0.19444668;
1.5717285;0.115621924;-0.04099083;0.1278491;
1.576764;0.050825767;-0.020766258;0.10892129;
1.5817994;0.046783574;0.0041885376;0.03291285;
1.5868958;0.074866034;-0.02911377;0.0888716;
1.5918702;0.050594367;-0.07425308;-0.009653926;
1.5969056;0.032301217;-0.062301636;0.09530473;
1.601941;0.050938234;-0.0848341;0.080135226;
1.6070068;0.07786509;-0.08000851;0.07693076;
1.6119813;0.0631081;0.009169579;0.078502774;
1.6170471;0.04363198;-0.0491333;0.06814861;
1.6220825;0.031409606;-0.07525635;0.02573061;
1.6271789;-0.036503844;-0.033604622;0.0130701065;
1.6321229;-0.024590105;-0.090634346;-0.007949829;
1.6371887;-0.013888851;-0.027562141;-0.05506313;
1.6422241;0.01824417;-0.045392036;-0.07833457;
1.6472901;-0.018608108;0.015238762;-6.468296E-4;
1.652295;-0.037588537;-0.025220871;0.07210302;
1.6573304;-0.06959361;0.011623383;0.06272161;
1.6623352;-0.043353282;-0.014558792;0.04376948;
1.6674316;-0.109874465;-0.021686554;0.06406212;
1.6724366;-0.14067468;-0.035938263;0.0641706;
1.677472;-0.09903723;-0.094130516;0.06784415;
1.6825074;-0.14794032;-0.09401226;0.07988012;
1.6876038;-0.13385737;-0.09746933;0.074154615;
1.6925781;-0.15668303;-0.10805225;0.09578347;
1.6976135;-0.054840043;-0.10199165;0.07109141;
1.7026489;-0.055279367;-0.10307217;0.11419153;
1.7077453;-0.11386924;-0.08870411;0.04077828;
1.7127197;-0.12850712;-0.09100437;0.050727367;
1.7177551;-0.12410888;-0.07905388;0.08569574;
1.7227905;-0.016336553;-0.039797783;0.16459382;
1.7278869;-0.07283855;-0.07546902;0.08655012;
1.7328308;-0.0056456625;-0.03362274;0.038090944;
1.7378968;0.03735725;-0.018099785;0.082164764;
1.7429322;0.045859423;-0.026313782;0.14713836;
1.747998;0.006136898;0.028103828;0.074610114;
1.753003;-0.01541739;0.013620377;0.092327476;
1.7580078;0.0022301003;0.026414871;0.087394595;
1.7630737;0.042168006;0.04855156;0.12140679;
1.7681702;0.045078695;-0.033355713;0.091351986;
1.7731445;0.053810533;0.027064323;0.028411984;
1.7781799;0.08842466;0.043317795;0.17604089;
1.7832153;0.073190674;-0.00901413;0.06508863;
1.7882813;0.059287768;0.026436806;0.09782505;
1.7932557;0.10810612;0.015572548;0.078276515;
1.798291;0.092748016;0.0024414063;0.047064066;
1.8033569;0.04675052;0.002398491;0.07751465;
1.8084533;0.023606595;-0.06609726;0.0014612675;
1.8134278;0.040777195;-0.06202507;0.058229923;
1.8184632;0.02588046;-0.04264736;0.113374114;
1.8234986;0.03240543;-0.074186325;0.09372795;
1.8285644;-0.020041447;-0.10665703;0.07789266;
1.8335694;0.062623955;-0.11408138;0.13544154;
1.8385743;-0.005252801;-0.07777977;0.060371518;
1.8436401;0.007675905;-0.0476923;-0.008089066;
1.8487366;-0.03263767;-0.015501976;0.0055149794;
1.8536805;0.046660464;-0.017811775;0.009598136;
1.8587159;-0.06698696;-0.013018608;0.054941893;
1.8637817;-0.013196036;-0.015339851;0.021959782;
1.8688477;0.004802447;0.0012435913;0.09783876;
1.873822;-0.008011945;0.018859863;0.025620341;
1.8788879;-0.097432956;0.07527065;0.08035827;
1.8839234;-0.0444789;0.047415733;0.0012391806;
1.8890197;-0.0851877;0.029230118;0.057365894;
1.8939942;-0.051243555;-6.122589E-4;0.0032957792;
1.8990296;-0.0636756;-0.017228127;0.024068952;
1.904065;-0.120920196;-0.026618004;0.083566785;
1.9091308;-0.058544673;-0.04536915;0.03160107;
1.9141053;-0.07110137;-0.03918743;0.08753955;
1.9191711;-0.10492338;-0.042505264;0.035645723;
1.9242065;-0.07361725;-0.042243958;0.0549165;
1.9293029;-0.051984742;-0.08564949;0.17430544;
1.9342773;-0.055291824;-0.11807251;0.061374426;
1.9392823;-0.07859719;-0.113643646;0.05566299;
1.9443481;-0.0816509;-0.07856846;0.11258781;
1.9494141;-0.077629074;-0.06149292;0.13601613;
1.9543884;-0.009906646;-0.043376923;0.070712805;
1.9594544;-0.020595249;-0.019504547;0.025977015;
1.9644898;-0.025201302;-0.0076322556;0.08075261;
1.9695861;-0.10649903;-0.025367737;0.05954218;
1.97453;-0.05256583;0.0089941025;0.03484261;
1.9795654;-0.075802915;0.04779339;0.11183882;
1.9846008;-0.0068651363;0.108683586;0.10683489;
1.9896972;-0.028296743;0.09824562;0.060597777;
1.9947021;-0.043701947;0.10441971;0.106796384;
1.9997375;-0.01772184;0.044441223;0.07592392;
2.004773;-0.035696916;-0.026838303;0.046462655;
2.0098388;0.038560394;-0.017251968;0.05609393;
2.0148437;0.08394612;-0.069104195;0.04428804;
2.019879;0.081805915;-0.086286545;0.051388144;
2.0249145;0.08093575;-0.07145405;0.06784499;
2.0299804;0.0778029;-0.092157364;0.10661852;
2.0349548;0.11498355;-0.04776764;0.041171312;
2.0399902;0.044610832;-0.0592165;0.04116249;
2.045056;0.071793504;-0.042245865;0.08131194;
2.050122;0.04096349;-0.015966415;0.07032311;
2.055127;0.03275568;-0.001698494;0.042820573;
2.0601318;-0.05221249;0.015997887;0.10165644;
2.0651977;0.01090122;-0.07149601;0.09152281;
2.0702636;0.042767216;-0.06029892;-0.027112246;
2.0752685;-0.017726753;0.008642197;0.019272208;
2.080304;-0.03881875;-0.006793976;-7.969141E-4;
2.0853393;-0.038544606;-0.0032320023;0.044322968;
2.0904357;-0.040719166;-0.017415047;-0.0029108524;
2.09541;-0.067722626;0.0015611649;0.0010447502;
2.1004455;-0.027201235;-0.08939457;0.069940805;
2.105481;-0.027067695;-0.024979591;0.048588276;
2.1105773;0.002570808;-0.031921387;0.061674;
2.1155517;1.16389245E-4;-0.054154396;0.032200098;
2.120587;-0.025889136;-0.024273872;-0.019422054;
2.1256225;-0.042251687;-0.024148941;0.1170491;
2.1306884;0.01473308;-0.05588913;-0.0061228275;
2.1356628;0.020531986;-0.044869423;0.02630961;
2.1407287;-0.01966152;-0.059911728;0.006573558;
2.145764;-0.021655563;0.0018873215;0.06610227;
2.15083;-0.022483062;-0.03125477;0.06851053;
2.1558044;0.01557355;0.06451702;0.06508958;
2.1608398;-0.008042581;0.015489578;0.091266155;
2.165906;0.06648286;-7.915497E-5;-0.0043661594;
2.1709716;0.030565474;0.019886017;0.044818282;
2.175946;0.010296665;0.017258644;0.018067956;
2.181012;-0.036965143;0.0028514862;0.023396134;
2.1860473;0.075469606;0.029877663;0.09474599;
2.191144;0.10084902;0.112155914;0.11591339;
2.1960878;0.051745728;0.052122116;0.11089194;
2.2011535;0.06802772;0.065755844;0.055230618;
2.206189;0.052366547;0.030885696;-0.0070524216;
2.211255;0.1030107;0.044700623;0.07751727;
2.2162292;0.03526966;0.027721405;0.08460212;
2.221295;0.048395276;0.02624321;0.082068086;
2.2263;0.030734368;-0.0035390854;0.051145315;
2.2313354;-0.017410293;-0.0035524368;0.06877017;
